shot_goalZone,team_name,player_name,matchPeriod,total_shots,goals,conversion_rate
bc,Cracovia Kraków,B. Källman,1H,1,0,0
bc,Cracovia Kraków,B. Källman,2H,2,0,0
bc,Cracovia Kraków,C. Râpă,1H,5,0,0
bc,Cracovia Kraków,C. Râpă,2H,4,0,0
bc,Cracovia Kraków,D. Jablonský,2H,1,0,0
bc,Cracovia Kraków,D. Sadiković,1H,2,0,0
bc,Cracovia Kraków,F. Balaj,2H,1,0,0
bc,Cracovia Kraków,F. Loshaj,1H,1,0,0
bc,Cracovia Kraków,F. Loshaj,2H,6,0,0
bc,Cracovia Kraków,J. Jugas,2H,2,0,0
bc,Cracovia Kraków,J. Myszor,1H,5,0,0
bc,Cracovia Kraków,J. Myszor,2H,8,0,0
bc,Cracovia Kraków,K. Knap,1H,6,0,0
bc,Cracovia Kraków,K. Knap,2H,4,0,0
bc,Cracovia Kraków,K. Ogorzały,2H,1,0,0
bc,Cracovia Kraków,K. Pestka,1H,2,0,0
bc,Cracovia Kraków,K. Pestka,2H,5,0,0
bc,Cracovia Kraków,M. Hebo Rasmussen,1H,6,0,0
bc,Cracovia Kraków,M. Hebo Rasmussen,2H,6,0,0
bc,Cracovia Kraków,M. Rakoczy,1H,9,0,0
bc,Cracovia Kraków,M. Rakoczy,2H,4,0,0
bc,Cracovia Kraków,M. Rodin,1H,2,0,0
bc,Cracovia Kraków,M. Rodin,2H,3,0,0
bc,Cracovia Kraków,M. Sipľak,2H,4,0,0
bc,Cracovia Kraków,M. Álvarez,1H,2,0,0
bc,Cracovia Kraków,M. Álvarez,2H,4,0,0
bc,Cracovia Kraków,O. Kakabadze,1H,5,0,0
bc,Cracovia Kraków,O. Kakabadze,2H,7,0,0
bc,Cracovia Kraków,P. Jaroszyński,1H,1,0,0
bc,Cracovia Kraków,P. Jaroszyński,2H,1,0,0
bc,Cracovia Kraków,P. Makuch,1H,4,0,0
bc,Cracovia Kraków,P. Makuch,2H,5,0,0
bc,Cracovia Kraków,P. van Amersfoort,1H,5,0,0
bc,Cracovia Kraków,P. van Amersfoort,2H,5,0,0
bc,Cracovia Kraków,R. Ożóg,2H,1,0,0
bc,Cracovia Kraków,Rivaldinho,1H,1,0,0
bc,Cracovia Kraków,Rivaldinho,2H,1,0,0
bc,Cracovia Kraków,S. Hanca,1H,5,0,0
bc,Cracovia Kraków,S. Hanca,2H,4,0,0
bc,Cracovia Kraków,S. Lusiusz,1H,1,0,0
bc,Cracovia Kraków,S. Lusiusz,2H,2,0,0
bc,Cracovia Kraków,T. Oshima,1H,2,0,0
bc,Cracovia Kraków,T. Oshima,2H,3,0,0
bc,Cracovia Kraków,V. Ghiţă,2H,1,0,0
bc,Cracovia Kraków,Y. Konoplyanka,2H,2,0,0
bc,Górnik Zabrze,A. Dziedzic,2H,1,0,0
bc,Górnik Zabrze,A. Gryszkiewicz,1H,2,0,0
bc,Górnik Zabrze,A. Gryszkiewicz,2H,1,0,0
bc,Górnik Zabrze,A. Manneh,1H,4,0,0
bc,Górnik Zabrze,A. Manneh,2H,9,0,0
bc,Górnik Zabrze,A. Maroša,2H,1,0,0
bc,Górnik Zabrze,A. Paluszek,2H,2,0,0
bc,Górnik Zabrze,B. Nowak,1H,11,0,0
bc,Górnik Zabrze,B. Nowak,2H,10,0,0
bc,Górnik Zabrze,D. Pawłowski,1H,3,0,0
bc,Górnik Zabrze,D. Pawłowski,2H,4,0,0
bc,Górnik Zabrze,D. Stalmach,1H,1,0,0
bc,Górnik Zabrze,D. Stalmach,2H,4,0,0
bc,Górnik Zabrze,Dani Pacheco,1H,4,0,0
bc,Górnik Zabrze,Dani Pacheco,2H,4,0,0
bc,Górnik Zabrze,E. Bergström,2H,1,0,0
bc,Górnik Zabrze,E. Janža,1H,7,0,0
bc,Górnik Zabrze,E. Janža,2H,3,0,0
bc,Górnik Zabrze,F. Bainović,2H,1,0,0
bc,Górnik Zabrze,Higinio Marín,2H,2,0,0
bc,Górnik Zabrze,J. Kotzke,1H,1,0,0
bc,Górnik Zabrze,J. Kotzke,2H,1,0,0
bc,Górnik Zabrze,J. Mvondo,1H,3,0,0
bc,Górnik Zabrze,J. Mvondo,2H,1,0,0
bc,Górnik Zabrze,Jesús Jiménez,1H,6,0,0
bc,Górnik Zabrze,Jesús Jiménez,2H,4,0,0
bc,Górnik Zabrze,K. Kubica,1H,3,0,0
bc,Górnik Zabrze,K. Kubica,2H,4,0,0
bc,Górnik Zabrze,K. Okunuki,1H,1,0,0
bc,Górnik Zabrze,K. Okunuki,2H,1,0,0
bc,Górnik Zabrze,L. Podolski,1H,11,0,0
bc,Górnik Zabrze,L. Podolski,2H,20,0,0
bc,Górnik Zabrze,M. Cholewiak,1H,4,0,0
bc,Górnik Zabrze,M. Cholewiak,2H,5,0,0
bc,Górnik Zabrze,P. Krawczyk,1H,7,0,0
bc,Górnik Zabrze,P. Olkowski,1H,1,0,0
bc,Górnik Zabrze,P. Olkowski,2H,3,0,0
bc,Górnik Zabrze,P. Wiśniewski,1H,1,0,0
bc,Górnik Zabrze,P. Wiśniewski,2H,1,0,0
bc,Górnik Zabrze,R. Dadok,1H,6,0,0
bc,Górnik Zabrze,R. Dadok,2H,4,0,0
bc,Górnik Zabrze,R. Janicki,1H,1,0,0
bc,Górnik Zabrze,R. Janicki,2H,4,0,0
bc,Górnik Zabrze,R. Jensen,1H,2,0,0
bc,Górnik Zabrze,R. Jensen,2H,1,0,0
bc,Górnik Zabrze,R. Kamber,1H,1,0,0
bc,Górnik Zabrze,S. Włodarczyk,1H,3,0,0
bc,Górnik Zabrze,S. Włodarczyk,2H,2,0,0
bc,Górnik Łęczna,A. Cierpka,2H,1,0,0
bc,Górnik Łęczna,B. Rymaniak,1H,1,0,0
bc,Górnik Łęczna,B. Rymaniak,2H,1,0,0
bc,Górnik Łęczna,B. Śpiączka,1H,4,0,0
bc,Górnik Łęczna,B. Śpiączka,2H,3,0,0
bc,Górnik Łęczna,D. Dziwniel,1H,2,0,0
bc,Górnik Łęczna,D. Dziwniel,2H,1,0,0
bc,Górnik Łęczna,D. Gąska,1H,7,0,0
bc,Górnik Łęczna,D. Gąska,2H,2,0,0
bc,Górnik Łęczna,J. Gol,2H,3,0,0
bc,Górnik Łęczna,J. Lokilo,1H,1,0,0
bc,Górnik Łęczna,J. Lokilo,2H,4,0,0
bc,Górnik Łęczna,K. Szcześniak,2H,1,0,0
bc,Górnik Łęczna,Leandro,1H,1,0,0
bc,Górnik Łęczna,Leandro,2H,1,0,0
bc,Górnik Łęczna,M. Goliński,1H,1,0,0
bc,Górnik Łęczna,M. Mak,1H,2,0,0
bc,Górnik Łęczna,M. Mak,2H,7,0,0
bc,Górnik Łęczna,M. Wędrychowski,1H,2,0,0
bc,Górnik Łęczna,M. Wędrychowski,2H,4,0,0
bc,Górnik Łęczna,P. Banaszak,1H,2,0,0
bc,Górnik Łęczna,P. Banaszak,2H,4,0,0
bc,Górnik Łęczna,P. Baranowski,1H,1,0,0
bc,Górnik Łęczna,P. Wojciechowski,2H,1,0,0
bc,Górnik Łęczna,S. Drewniak,1H,1,0,0
bc,Górnik Łęczna,S. Drewniak,2H,2,0,0
bc,Górnik Łęczna,S. Krykun,1H,5,0,0
bc,Górnik Łęczna,S. Krykun,2H,7,0,0
bc,Górnik Łęczna,T. Midzierski,1H,1,0,0
bc,Górnik Łęczna,T. Tymosiak,2H,1,0,0
bc,Górnik Łęczna,Álex Serrano,1H,1,0,0
bc,Górnik Łęczna,Álex Serrano,2H,3,0,0
bc,Górnik Łęczna,Ł. Szramowski,2H,2,0,0
bc,Jagiellonia Białystok,A. Trubeha,1H,3,0,0
bc,Jagiellonia Białystok,A. Trubeha,2H,4,0,0
bc,Jagiellonia Białystok,B. Bida,1H,3,0,0
bc,Jagiellonia Białystok,B. Bida,2H,3,0,0
bc,Jagiellonia Białystok,B. Nastić,1H,7,0,0
bc,Jagiellonia Białystok,B. Nastić,2H,2,0,0
bc,Jagiellonia Białystok,B. Wdowik,1H,4,0,0
bc,Jagiellonia Białystok,B. Wdowik,2H,1,0,0
bc,Jagiellonia Białystok,B. Țîru,1H,1,0,0
bc,Jagiellonia Białystok,Diego Carioca,1H,3,0,0
bc,Jagiellonia Białystok,Diego Carioca,2H,2,0,0
bc,Jagiellonia Białystok,F. Černych,1H,7,0,0
bc,Jagiellonia Białystok,F. Černych,2H,7,0,0
bc,Jagiellonia Białystok,Israel Puerto,2H,1,0,0
bc,Jagiellonia Białystok,J. Lutostański,2H,1,0,0
bc,Jagiellonia Białystok,Jesús Imaz,1H,9,0,0
bc,Jagiellonia Białystok,Jesús Imaz,2H,9,0,0
bc,Jagiellonia Białystok,M. Bortniczuk,2H,1,0,0
bc,Jagiellonia Białystok,M. Matysik,2H,1,0,0
bc,Jagiellonia Białystok,M. Nalepa,1H,1,0,0
bc,Jagiellonia Białystok,M. Nalepa,2H,3,0,0
bc,Jagiellonia Białystok,M. Pazdan,2H,2,0,0
bc,Jagiellonia Białystok,M. Pospíšil,1H,2,0,0
bc,Jagiellonia Białystok,M. Pospíšil,2H,4,0,0
bc,Jagiellonia Białystok,M. Żyro,2H,2,0,0
bc,Jagiellonia Białystok,Marc Gual,1H,13,0,0
bc,Jagiellonia Białystok,Marc Gual,2H,12,0,0
bc,Jagiellonia Białystok,Nené,1H,4,0,0
bc,Jagiellonia Białystok,Nené,2H,1,0,0
bc,Jagiellonia Białystok,O. Wojciechowski,1H,1,0,0
bc,Jagiellonia Białystok,O. Wojciechowski,2H,1,0,0
bc,Jagiellonia Białystok,P. Mystkowski,1H,2,0,0
bc,Jagiellonia Białystok,T. Přikryl,1H,4,0,0
bc,Jagiellonia Białystok,T. Přikryl,2H,14,0,0
bc,Jagiellonia Białystok,T. Romanczuk,1H,7,0,0
bc,Jagiellonia Białystok,T. Romanczuk,2H,6,0,0
bc,Jagiellonia Białystok,W. Łaski,2H,1,0,0
bc,Jagiellonia Białystok,К. Struski,1H,3,0,0
bc,Jagiellonia Białystok,К. Struski,2H,3,0,0
bc,Korona Kielce,A. Danek,2H,2,0,0
bc,Korona Kielce,A. Deja,1H,1,0,0
bc,Korona Kielce,A. Deja,2H,3,0,0
bc,Korona Kielce,A. Frączczak,2H,1,0,0
bc,Korona Kielce,B. Śpiączka,1H,1,0,0
bc,Korona Kielce,B. Śpiączka,2H,2,0,0
bc,Korona Kielce,D. Błanik,1H,1,0,0
bc,Korona Kielce,D. Błanik,2H,2,0,0
bc,Korona Kielce,D. Takáč,1H,2,0,0
bc,Korona Kielce,E. Shikavka,1H,1,0,0
bc,Korona Kielce,E. Shikavka,2H,1,0,0
bc,Korona Kielce,J. Kiełb,2H,2,0,0
bc,Korona Kielce,J. Nojszewski,2H,1,0,0
bc,Korona Kielce,J. Podgórski,1H,4,0,0
bc,Korona Kielce,J. Łukowski,1H,4,0,0
bc,Korona Kielce,J. Łukowski,2H,6,0,0
bc,Korona Kielce,K. Petrov,1H,1,0,0
bc,Korona Kielce,L. Sierpina,1H,2,0,0
bc,Korona Kielce,L. Zarandia,2H,1,0,0
bc,Korona Kielce,M. Szpakowski,2H,1,0,0
bc,Korona Kielce,M. Trojak,1H,1,0,0
bc,Korona Kielce,M. Zebić,1H,1,0,0
bc,Korona Kielce,O. Sewerzyński,1H,3,0,0
bc,Korona Kielce,R. Deaconu,1H,4,0,0
bc,Korona Kielce,R. Deaconu,2H,4,0,0
bc,Lech Poznań,A. Ba Loua,1H,2,0,0
bc,Lech Poznań,A. Ba Loua,2H,5,0,0
bc,Lech Poznań,A. Czerwiński,1H,3,0,0
bc,Lech Poznań,A. Milić,2H,1,0,0
bc,Lech Poznań,Afonso Sousa,1H,2,0,0
bc,Lech Poznań,Afonso Sousa,2H,3,0,0
bc,Lech Poznań,B. Salamon,1H,1,0,0
bc,Lech Poznań,B. Salamon,2H,3,0,0
bc,Lech Poznań,D. Kownacki,1H,2,0,0
bc,Lech Poznań,D. Kownacki,2H,6,0,0
bc,Lech Poznań,Dani Ramírez,1H,3,0,0
bc,Lech Poznań,Dani Ramírez,2H,6,0,0
bc,Lech Poznań,F. Marchwiński,1H,1,0,0
bc,Lech Poznań,F. Marchwiński,2H,1,0,0
bc,Lech Poznań,F. Szymczak,1H,2,0,0
bc,Lech Poznań,F. Szymczak,2H,3,0,0
bc,Lech Poznań,G. Tsitaishvili,1H,4,0,0
bc,Lech Poznań,G. Tsitaishvili,2H,3,0,0
bc,Lech Poznań,J. Antczak,2H,1,0,0
bc,Lech Poznań,J. Kamiński,1H,10,0,0
bc,Lech Poznań,J. Kamiński,2H,10,0,0
bc,Lech Poznań,J. Karlström,1H,13,0,0
bc,Lech Poznań,J. Karlström,2H,8,0,0
bc,Lech Poznań,J. Sýkora,2H,1,0,0
bc,Lech Poznań,Joel Pereira,1H,1,0,0
bc,Lech Poznań,Joel Pereira,2H,2,0,0
bc,Lech Poznań,João Amaral,1H,14,0,0
bc,Lech Poznań,João Amaral,2H,11,0,0
bc,Lech Poznań,K. Velde,1H,3,0,0
bc,Lech Poznań,K. Velde,2H,3,0,0
bc,Lech Poznań,M. Ishak,1H,22,0,0
bc,Lech Poznań,M. Ishak,2H,13,0,0
bc,Lech Poznań,M. Skóraś,1H,7,0,0
bc,Lech Poznań,M. Skóraś,2H,13,0,0
bc,Lech Poznań,M. Żukowski,2H,1,0,0
bc,Lech Poznań,N. Kvekveskiri,1H,3,0,0
bc,Lech Poznań,N. Kvekveskiri,2H,2,0,0
bc,Lech Poznań,Pedro Rebocho,1H,6,0,0
bc,Lech Poznań,Pedro Rebocho,2H,4,0,0
bc,Lech Poznań,Pedro Silva,1H,4,0,0
bc,Lech Poznań,Pedro Silva,2H,10,0,0
bc,Lech Poznań,R. Murawski,1H,6,0,0
bc,Lech Poznań,R. Murawski,2H,3,0,0
bc,Lechia Gdańsk,B. Diabaté,1H,4,0,0
bc,Lechia Gdańsk,B. Diabaté,2H,9,0,0
bc,Lechia Gdańsk,B. Kopacz,1H,1,0,0
bc,Lechia Gdańsk,C. Clemens,1H,2,0,0
bc,Lechia Gdańsk,C. Clemens,2H,2,0,0
bc,Lechia Gdańsk,Conrado,1H,7,0,0
bc,Lechia Gdańsk,Conrado,2H,4,0,0
bc,Lechia Gdańsk,D. Piła,1H,1,0,0
bc,Lechia Gdańsk,D. Steć,1H,2,0,0
bc,Lechia Gdańsk,D. Steć,2H,1,0,0
bc,Lechia Gdańsk,E. Kryeziu,1H,1,0,0
bc,Lechia Gdańsk,E. Kryeziu,2H,1,0,0
bc,Lechia Gdańsk,Flávio Paixão,1H,4,0,0
bc,Lechia Gdańsk,Flávio Paixão,2H,6,0,0
bc,Lechia Gdańsk,J. Biegański,2H,1,0,0
bc,Lechia Gdańsk,J. Ceesay,1H,3,0,0
bc,Lechia Gdańsk,J. Ceesay,2H,2,0,0
bc,Lechia Gdańsk,J. Kałuziński,1H,1,0,0
bc,Lechia Gdańsk,J. Kałuziński,2H,5,0,0
bc,Lechia Gdańsk,J. Kubicki,1H,6,0,0
bc,Lechia Gdańsk,J. Kubicki,2H,7,0,0
bc,Lechia Gdańsk,K. Sezonienko,2H,3,0,0
bc,Lechia Gdańsk,L. Zwoliński,1H,6,0,0
bc,Lechia Gdańsk,L. Zwoliński,2H,6,0,0
bc,Lechia Gdańsk,M. Gajos,1H,4,0,0
bc,Lechia Gdańsk,M. Gajos,2H,9,0,0
bc,Lechia Gdańsk,M. Maloča,1H,1,0,0
bc,Lechia Gdańsk,M. Maloča,2H,1,0,0
bc,Lechia Gdańsk,M. Nalepa,1H,2,0,0
bc,Lechia Gdańsk,M. Nalepa,2H,3,0,0
bc,Lechia Gdańsk,M. Terrazzino,1H,6,0,0
bc,Lechia Gdańsk,M. Terrazzino,2H,8,0,0
bc,Lechia Gdańsk,M. Żukowski,2H,2,0,0
bc,Lechia Gdańsk,R. Pietrzak,1H,1,0,0
bc,Lechia Gdańsk,R. Pietrzak,2H,1,0,0
bc,Lechia Gdańsk,T. Makowski,2H,3,0,0
bc,Lechia Gdańsk,Í. Durmuş,1H,11,0,0
bc,Lechia Gdańsk,Í. Durmuş,2H,8,0,0
bc,Lechia Gdańsk,Ł. Zjawiński,2H,1,0,0
bc,Legia Warszawa,A. Jędrzejczyk,1H,2,0,0
bc,Legia Warszawa,A. Jędrzejczyk,2H,2,0,0
bc,Legia Warszawa,B. Kapustka,1H,6,0,0
bc,Legia Warszawa,B. Kapustka,2H,2,0,0
bc,Legia Warszawa,B. Slisz,1H,7,0,0
bc,Legia Warszawa,B. Slisz,2H,2,0,0
bc,Legia Warszawa,B. Verbič,1H,1,0,0
bc,Legia Warszawa,B. Verbič,2H,1,0,0
bc,Legia Warszawa,Carlitos,1H,3,0,0
bc,Legia Warszawa,Carlitos,2H,5,0,0
bc,Legia Warszawa,E. Muçi,1H,7,0,0
bc,Legia Warszawa,E. Muçi,2H,6,0,0
bc,Legia Warszawa,F. Mladenović,1H,6,0,0
bc,Legia Warszawa,F. Mladenović,2H,5,0,0
bc,Legia Warszawa,I. Kharatin,1H,2,0,0
bc,Legia Warszawa,I. Kharatin,2H,1,0,0
bc,Legia Warszawa,J. Abu Hanna,1H,1,0,0
bc,Legia Warszawa,Josué,1H,12,0,0
bc,Legia Warszawa,Josué,2H,12,0,0
bc,Legia Warszawa,K. Kostorz,2H,1,0,0
bc,Legia Warszawa,K. Skibicki,1H,3,0,0
bc,Legia Warszawa,K. Skibicki,2H,5,0,0
bc,Legia Warszawa,L. Kastrati,1H,1,0,0
bc,Legia Warszawa,L. Rose,1H,2,0,0
bc,Legia Warszawa,L. Rose,2H,1,0,0
bc,Legia Warszawa,Luquinhas,1H,1,0,0
bc,Legia Warszawa,Luquinhas,2H,3,0,0
bc,Legia Warszawa,M. Baku,2H,3,0,0
bc,Legia Warszawa,M. Emreli,1H,1,0,0
bc,Legia Warszawa,M. Emreli,2H,5,0,0
bc,Legia Warszawa,M. Johansson,1H,5,0,0
bc,Legia Warszawa,M. Johansson,2H,1,0,0
bc,Legia Warszawa,M. Rosołek,1H,6,0,0
bc,Legia Warszawa,M. Rosołek,2H,6,0,0
bc,Legia Warszawa,M. Wieteska,1H,2,0,0
bc,Legia Warszawa,M. Wieteska,2H,3,0,0
bc,Legia Warszawa,P. Sokołowski,1H,2,0,0
bc,Legia Warszawa,P. Sokołowski,2H,2,0,0
bc,Legia Warszawa,P. Wszołek,1H,3,0,0
bc,Legia Warszawa,P. Wszołek,2H,2,0,0
bc,Legia Warszawa,R. Augustyniak,1H,1,0,0
bc,Legia Warszawa,R. Augustyniak,2H,2,0,0
bc,Legia Warszawa,R. Pich,1H,1,0,0
bc,Legia Warszawa,R. Pich,2H,1,0,0
bc,Legia Warszawa,Rafa Lopes,1H,2,0,0
bc,Legia Warszawa,Rafa Lopes,2H,4,0,0
bc,Legia Warszawa,Rui Gomes,2H,2,0,0
bc,Legia Warszawa,S. Włodarczyk,2H,1,0,0
bc,Legia Warszawa,T. Pekhart,1H,4,0,0
bc,Legia Warszawa,T. Pekhart,2H,9,0,0
bc,Legia Warszawa,Yuri Ribeiro,1H,3,0,0
bc,Legia Warszawa,Yuri Ribeiro,2H,1,0,0
bc,Miedź Legnica,C. Martínez,2H,1,0,0
bc,Miedź Legnica,Chuca,1H,4,0,0
bc,Miedź Legnica,Chuca,2H,4,0,0
bc,Miedź Legnica,H. Matynia,1H,2,0,0
bc,Miedź Legnica,H. Matynia,2H,2,0,0
bc,Miedź Legnica,J. Cacciabue,1H,1,0,0
bc,Miedź Legnica,J. Cacciabue,2H,1,0,0
bc,Miedź Legnica,J. Carolina,2H,1,0,0
bc,Miedź Legnica,J. Gammelby,2H,1,0,0
bc,Miedź Legnica,K. Zapolnik,1H,1,0,0
bc,Miedź Legnica,K. Zapolnik,2H,1,0,0
bc,Miedź Legnica,Koldo Obieta,1H,1,0,0
bc,Miedź Legnica,Koldo Obieta,2H,3,0,0
bc,Miedź Legnica,L. Gülen,2H,1,0,0
bc,Miedź Legnica,L. Narsingh,1H,3,0,0
bc,Miedź Legnica,L. Narsingh,2H,1,0,0
bc,Miedź Legnica,M. Dominguez,1H,3,0,0
bc,Miedź Legnica,M. Dominguez,2H,4,0,0
bc,Miedź Legnica,M. Kostka,2H,2,0,0
bc,Miedź Legnica,M. Lehaire,2H,3,0,0
bc,Miedź Legnica,N. Mijušković,1H,3,0,0
bc,Miedź Legnica,O. Kobacki,1H,1,0,0
bc,Miedź Legnica,O. Kobacki,2H,2,0,0
bc,Miedź Legnica,Á. Henríquez,1H,2,0,0
bc,Nieciecza,A. Hloušek,1H,2,0,0
bc,Nieciecza,A. Putivtsev,1H,3,0,0
bc,Nieciecza,A. Putivtsev,2H,1,0,0
bc,Nieciecza,A. Radwański,1H,2,0,0
bc,Nieciecza,A. Radwański,2H,3,0,0
bc,Nieciecza,B. Kukułowicz,2H,1,0,0
bc,Nieciecza,D. Kocyła,1H,1,0,0
bc,Nieciecza,D. Kocyła,2H,3,0,0
bc,Nieciecza,E. Terpiłowski,1H,2,0,0
bc,Nieciecza,E. Terpiłowski,2H,3,0,0
bc,Nieciecza,K. Śpiewak,1H,3,0,0
bc,Nieciecza,K. Śpiewak,2H,2,0,0
bc,Nieciecza,M. Ambrosiewicz,1H,2,0,0
bc,Nieciecza,M. Ambrosiewicz,2H,1,0,0
bc,Nieciecza,M. Bezpalec,1H,1,0,0
bc,Nieciecza,M. Bezpalec,2H,1,0,0
bc,Nieciecza,M. Grabowski,2H,1,0,0
bc,Nieciecza,M. Grzybek,1H,4,0,0
bc,Nieciecza,M. Hubínek,1H,5,0,0
bc,Nieciecza,M. Hubínek,2H,5,0,0
bc,Nieciecza,M. Hybš,2H,1,0,0
bc,Nieciecza,M. Mešanović,1H,6,0,0
bc,Nieciecza,M. Mešanović,2H,10,0,0
bc,Nieciecza,M. Wasielewski,1H,2,0,0
bc,Nieciecza,M. Wasielewski,2H,1,0,0
bc,Nieciecza,M. Zeman,2H,1,0,0
bc,Nieciecza,N. Tekijaski,2H,1,0,0
bc,Nieciecza,P. Wlazło,1H,2,0,0
bc,Nieciecza,P. Wlazło,2H,7,0,0
bc,Nieciecza,P. Żyra,1H,2,0,0
bc,Nieciecza,R. Gergel,1H,1,0,0
bc,Nieciecza,R. Gergel,2H,1,0,0
bc,Nieciecza,R. Varga,2H,1,0,0
bc,Nieciecza,S. Bonecki,1H,1,0,0
bc,Nieciecza,S. Bonecki,2H,2,0,0
bc,Nieciecza,S. Štefánik,1H,4,0,0
bc,Nieciecza,S. Štefánik,2H,5,0,0
bc,Nieciecza,T. Poznar,1H,1,0,0
bc,Nieciecza,W. Biedrzycki,2H,1,0,0
bc,Piast Gliwice,A. Katranis,1H,4,0,0
bc,Piast Gliwice,A. Katranis,2H,2,0,0
bc,Piast Gliwice,A. Mosór,1H,1,0,0
bc,Piast Gliwice,A. Pyrka,1H,1,0,0
bc,Piast Gliwice,A. Pyrka,2H,2,0,0
bc,Piast Gliwice,Alberto Toril,1H,2,0,0
bc,Piast Gliwice,Alberto Toril,2H,2,0,0
bc,Piast Gliwice,C. Reiner,2H,1,0,0
bc,Piast Gliwice,D. Kądzior,1H,13,0,0
bc,Piast Gliwice,D. Kądzior,2H,10,0,0
bc,Piast Gliwice,D. Steczyk,2H,1,0,0
bc,Piast Gliwice,G. Kirejczyk,1H,1,0,0
bc,Piast Gliwice,G. Tomasiewicz,1H,1,0,0
bc,Piast Gliwice,G. Tomasiewicz,2H,1,0,0
bc,Piast Gliwice,J. Czerwiński,1H,2,0,0
bc,Piast Gliwice,J. Czerwiński,2H,2,0,0
bc,Piast Gliwice,J. Holúbek,1H,2,0,0
bc,Piast Gliwice,J. Holúbek,2H,3,0,0
bc,Piast Gliwice,Jorge Félix,1H,2,0,0
bc,Piast Gliwice,Jorge Félix,2H,3,0,0
bc,Piast Gliwice,K. Vida,1H,4,0,0
bc,Piast Gliwice,K. Vida,2H,4,0,0
bc,Piast Gliwice,K. Wilczek,1H,3,0,0
bc,Piast Gliwice,K. Wilczek,2H,7,0,0
bc,Piast Gliwice,M. Ameyaw,2H,7,0,0
bc,Piast Gliwice,M. Chrapek,1H,5,0,0
bc,Piast Gliwice,M. Chrapek,2H,8,0,0
bc,Piast Gliwice,M. Kaput,2H,1,0,0
bc,Piast Gliwice,M. Konczkowski,1H,2,0,0
bc,Piast Gliwice,M. Konczkowski,2H,2,0,0
bc,Piast Gliwice,M. Żyro,1H,1,0,0
bc,Piast Gliwice,N. Stojiljković,1H,1,0,0
bc,Piast Gliwice,P. Dziczek,2H,2,0,0
bc,Piast Gliwice,P. Lipski,1H,1,0,0
bc,Piast Gliwice,P. Lipski,2H,2,0,0
bc,Piast Gliwice,P. Sokołowski,1H,2,0,0
bc,Piast Gliwice,P. Sokołowski,2H,4,0,0
bc,Piast Gliwice,R. Sappinen,1H,2,0,0
bc,Piast Gliwice,R. Sappinen,2H,2,0,0
bc,Piast Gliwice,T. Hateley,1H,2,0,0
bc,Piast Gliwice,T. Hateley,2H,4,0,0
bc,Piast Gliwice,T. Huk,1H,2,0,0
bc,Piast Gliwice,T. Huk,2H,3,0,0
bc,Piast Gliwice,T. Mokwa,1H,2,0,0
bc,Piast Gliwice,Tiago Alves,1H,5,0,0
bc,Pogoń Szczecin,A. Gorgon,2H,1,0,0
bc,Pogoń Szczecin,B. Zech,1H,2,0,0
bc,Pogoń Szczecin,B. Zech,2H,1,0,0
bc,Pogoń Szczecin,D. Dąbrowski,1H,4,0,0
bc,Pogoń Szczecin,D. Dąbrowski,2H,4,0,0
bc,Pogoń Szczecin,J. Bartkowski,1H,4,0,0
bc,Pogoń Szczecin,J. Bartkowski,2H,2,0,0
bc,Pogoń Szczecin,Jean Carlos,1H,9,0,0
bc,Pogoń Szczecin,Jean Carlos,2H,7,0,0
bc,Pogoń Szczecin,K. Drygas,1H,7,0,0
bc,Pogoń Szczecin,K. Drygas,2H,3,0,0
bc,Pogoń Szczecin,K. Grosicki,1H,10,0,0
bc,Pogoń Szczecin,K. Grosicki,2H,17,0,0
bc,Pogoń Szczecin,K. Kostorz,2H,1,0,0
bc,Pogoń Szczecin,K. Kozłowski,1H,5,0,0
bc,Pogoń Szczecin,K. Kozłowski,2H,1,0,0
bc,Pogoń Szczecin,K. Smoliński,1H,1,0,0
bc,Pogoń Szczecin,K. Triantafyllopulos,1H,2,0,0
bc,Pogoń Szczecin,K. Triantafyllopulos,2H,3,0,0
bc,Pogoń Szczecin,L. Zahovič,1H,6,0,0
bc,Pogoń Szczecin,L. Zahovič,2H,5,0,0
bc,Pogoń Szczecin,Luís Mata,1H,1,0,0
bc,Pogoń Szczecin,Léo Borges,1H,1,0,0
bc,Pogoń Szczecin,Léo Borges,2H,2,0,0
bc,Pogoń Szczecin,M. Fornalczyk,1H,3,0,0
bc,Pogoń Szczecin,M. Fornalczyk,2H,3,0,0
bc,Pogoń Szczecin,M. Kucharczyk,1H,4,0,0
bc,Pogoń Szczecin,M. Kucharczyk,2H,6,0,0
bc,Pogoń Szczecin,M. Malec,2H,3,0,0
bc,Pogoń Szczecin,M. Łęgowski,1H,4,0,0
bc,Pogoń Szczecin,M. Łęgowski,2H,5,0,0
bc,Pogoń Szczecin,M. Żurawski,1H,1,0,0
bc,Pogoń Szczecin,M. Żurawski,2H,3,0,0
bc,Pogoń Szczecin,P. Almqvist,1H,2,0,0
bc,Pogoń Szczecin,P. Almqvist,2H,1,0,0
bc,Pogoń Szczecin,P. Parzyszek,1H,1,0,0
bc,Pogoń Szczecin,P. Parzyszek,2H,3,0,0
bc,Pogoń Szczecin,P. Stolarski,1H,3,0,0
bc,Pogoń Szczecin,R. Kurzawa,1H,4,0,0
bc,Pogoń Szczecin,R. Kurzawa,2H,10,0,0
